# Puzzle từ kho mở Lichess (CC0) — sinh bởi tool/build_puzzles.dart
# id|fen|các nước UCI|elo|chủ đề
lMxjf|2r2k2/5p1p/p7/3K4/8/1P3P2/P2R1PRP/r7 w - - 3 31|d2e2 a1d1 d5e5 c8e8 e5f4 e8e2|1477|crushing,endgame,long,rookEndgame,skewer
RMC9w|7R/p3kp2/1p2pr2/2p5/4B1P1/QP2q3/P1Pr4/2K4R w - - 5 31|a3a7 d2d7 c1b1 d7a7|1478|crushing,discoveredAttack,discoveredCheck,middlegame,short
612op|6k1/1p3np1/p3p1N1/3pPp1P/4r3/6P1/6P1/2R3K1 b - - 2 38|f7e5 c1c8 g8f7 c8f8|1479|endgame,hookMate,mate,mateIn2,short
0JOzi|r6k/3b3p/3R4/4p3/1pP1Pp2/rP1B1P2/6P1/1K1Q4 w - - 1 33|d6d7 a3a1 b1c2 a8a2|1479|endgame,mate,mateIn2,short
QUYMH|8/4qpk1/3p2p1/2pQ1P1p/2Bb4/1P5P/3r2P1/5R1K b - - 0 33|g6g5 f5f6 d4f6 d5d2|1480|advantage,endgame,fork,short
7AwYB|4rk2/1p4q1/p1pRbp2/2P1p2Q/6p1/4P1P1/1P3P1P/5BK1 b - - 1 34|f8e7 d6e6 e7e6 h5e8|1480|attraction,crushing,deflection,endgame,short
m6ang|2r4k/p1q3pp/5r2/1p6/4Q3/4B3/PPP1nPPP/3R1R1K w - - 0 24|e3a7 c7h2 h1h2 f6h6 e4h4 h6h4|1480|anastasiaMate,attraction,long,mate,mateIn3,middlegame,sacrifice
5GMrr|r4rk1/1b2qpp1/p3p2p/1p1n4/3PQ3/PB3N2/1P3PPP/3RR1K1 b - - 1 19|a8c8 b3d5 b7d5 e4d5|1480|crushing,master,middlegame,short
i0b1F|8/2q2k2/7p/p7/1p4Q1/1P5P/1PP3P1/7K w - - 3 42|g4c4 c7c4 b3c4 a5a4|1481|crushing,defensiveMove,endgame,queenEndgame,short
iSTFs|7k/5pr1/8/2p1b3/1pPp4/1N1P1bR1/1P1B1P1K/4R3 w - - 1 39|b3c5 g7h7 d2h6 h7h6 h2g1 h6h1|1481|exposedKing,long,mate,mateIn3,middlegame,operaMate,pin
U6ceJ|2rr2k1/2p2pp1/1p2pn1p/pP6/P2qPP2/2R2KP1/1BQ4P/R7 w - - 0 29|c3c7 c8c7 b2d4 c7c2|1481|crushing,middlegame,short
ZjCOw|rnb3k1/pp3ppp/8/3Q4/3N4/3q3P/PP4PK/RN6 b - - 0 20|b8c6 d4c6 d3d5 c6e7 g8f8 e7d5|1481|crushing,fork,long,middlegame,sacrifice
PIqsM|r4rk1/1p1bnpbp/1q4p1/2p5/p5N1/P1PP3P/BP3PP1/R1BQ1RK1 w - - 4 18|c1h6 d7g4 h3g4 g7h6|1481|advantage,capturingDefender,middlegame,short
97Fl0|8/p4k2/7P/3p4/1PpP4/6K1/P7/8 w - - 0 41|a2a4 c4c3 h6h7 f7g7 g3f4 c3c2|1481|advancedPawn,crushing,endgame,long,pawnEndgame
lXDsa|r1b1kb1r/pp1ppppp/8/q7/2PnnB2/5P2/PP1N2PP/RN1QKB1R b KQkq - 0 8|a5f5 d2e4 f5f4 d1d4|1483|advantage,discoveredAttack,opening,short
WfUwK|8/1p6/8/P1k5/5K1p/6P1/8/8 b - - 0 41|h4h3 f4f3 c5b4 g3g4 h3h2 f3g2|1483|crushing,endgame,long,pawnEndgame,quietMove
7otVG|7r/ppp1pk2/5ppq/3P1b2/2P5/1P4P1/P3Q1B1/4R1K1 b - - 3 31|h6h2 g1f2 h8e8 e1h1 h2h1 g2h1|1483|clearance,crushing,endgame,long,trappedPiece
7gDze|8/1K4p1/PR3p2/6kp/8/8/r5P1/8 b - - 5 57|a2g2 a6a7 g2a2 b6a6|1484|advancedPawn,clearance,crushing,endgame,master,masterVsMaster,rookEndgame,short
E4nDU|3R3b/p4rkp/1p2r1p1/n1p3B1/2q1N3/2P1Q2P/5PP1/6K1 b - - 3 30|c4e4 g5h6 g7f6 e3g5|1485|master,mate,mateIn2,middlegame,short
97EbN|8/8/5p2/5Qpk/8/5PPK/q7/8 b - - 3 59|a2b2 f5h7|1486|endgame,master,mate,mateIn1,oneMove,queenEndgame
RNsuc|8/PK3pk1/7p/1R6/6p1/r7/8/8 b - - 0 46|g7g6 b5b6 g6g5 b6a6|1486|crushing,endgame,master,rookEndgame,short
IrWTI|5rk1/pQ3ppp/6r1/4p3/2P1P3/qP6/P5PP/3R1R1K b - - 0 28|a3a2 b7f7 f8f7 d1d8 f7f8 f1f8|1487|endgame,long,mate,mateIn3,sacrifice
VyUsm|3r1rk1/2pq2p1/p6p/2N2b2/2P5/1P1PRN1P/P2Q2P1/6K1 b - - 0 27|d7d6 c5b7 d6f6 b7d8|1487|crushing,fork,middlegame,short
KZoBg|8/2p5/1pp4K/3k2p1/5pP1/P1PN1n1P/1P6/8 w - - 4 39|h6g6 f3e5 g6f6 e5d3|1487|crushing,endgame,knightEndgame,short
4fcNb|r1b2rk1/pp3ppp/5n2/q2pp3/1nP5/BPN5/3QPPPP/R3KBNR w KQ - 2 11|c3a4 b4c2 e1d1 a5d2 d1d2 c2a1|1488|crushing,discoveredAttack,long,opening,pin
jbusv|2rr2k1/p4p1p/3Qb1p1/q7/3BB3/1Pb2P2/P1P3PP/1K1R3R w - - 13 24|d6d8 c8d8 d4c3 d8d1 h1d1 a5c3|1488|advantage,hangingPiece,long,middlegame,queensideAttack
7ortX|1n6/p2bk3/2p2pp1/N1Pnp2p/PN5P/6P1/5PB1/6K1 w - - 4 40|b4c6 b8c6 a5c6 d7c6|1489|crushing,endgame,short
njAZ7|r5k1/pb4rp/4pR2/1p1P4/2p5/2P4P/P5BK/5R2 w - - 0 30|f6e6 g7g2 h2g2 b7d5 g2g3 d5e6|1489|advantage,attraction,endgame,fork,long
RXuCK|8/ppp2k2/8/7p/3P2bP/qP3r2/P1PKQ3/4R3 b - - 7 34|f3f6 e2e8 f7g7 e1e7 a3e7 e8e7|1490|advantage,endgame,exposedKing,long
IT9hE|5b1k/6p1/1Q3p2/P3pN1p/1p2P3/1P3P2/1Prq2PP/6RK w - - 0 30|a5a6 f8c5 b6c5 c2c5|1490|crushing,endgame,fork,master,short
gMS2r|r3k2r/5pp1/p4n2/7p/PN1R4/4B2P/1PP1qPP1/3R2K1 b kq - 3 21|f6g4 d4e4 e8f8 e3c5 f8g8 e4e2|1490|advantage,discoveredAttack,long,middlegame
B5OHX|2kr3r/p2bp1bp/2p2ppn/q7/1PBB1P2/2N5/P1P3PP/R2QK2R b KQ - 0 14|a5b4 c4a6 c8c7 a1b1|1491|advantage,master,masterVsMaster,middlegame,short
D9vYp|8/p7/1P6/P3p1k1/1b2P3/5PK1/3pB3/8 b - - 0 56|a7b6 a5a6 d2d1q e2d1|1491|bishopEndgame,crushing,endgame,master,short
KzUU8|r2qk2r/pQ1bppbp/3p2p1/1B2n3/5B2/2N5/PPP2PPP/R3K2R b KQkq - 0 12|e8g8 f4e5 d7b5 e5g7|1492|advantage,middlegame,short
XtzxB|r1r3k1/p2n1p1p/2p1bbp1/1q1p4/N2P1B2/1P3PP1/2Q1P2P/R1R2BK1 b - - 2 19|f6d4 e2e3 d4a1 f1b5|1492|master,middlegame
WOYHQ|r1bq1rk1/1p3ppp/p1n1pn2/3p2Q1/3P4/1NPB1N2/PP4PP/R4RK1 b - - 2 12|f6e8 d3h7 g8h7 g5h5 h7g8 f3g5 d8g5 h5g5|1492|advantage,attraction,kingsideAttack,middlegame,sacrifice,veryLong
EMcKk|4r1k1/1p3Bb1/p1p4p/4nq2/7Q/4R2P/PP4P1/4R1K1 b - - 0 30|g8f7 e1f1 f5f1 g1f1|1493|advantage,middlegame,pin,short
ZD6Re|3q1r1k/pp4p1/2p1Q2p/3pB3/3P4/2Pn4/PP4PP/4R1K1 b - - 4 25|d3e1 e6h6 h8g8 h6g7|1493|endgame,mate,mateIn2,pin,short
Q43EG|3r2k1/6p1/2b1pn2/pp4q1/2p4R/P1P3P1/4QP1P/6K1 b - - 2 31|f6d5 e2e6 g8f8 h4h8|1494|endgame,fork,mate,mateIn2,short
eAcve|r1bq1rk1/ppp3bp/2np4/2P1pp1Q/3P3N/2N1P3/PP3PP1/R1B1KB2 b Q - 0 11|e5d4 f1c4 d6d5 c4d5 d8d5 c3d5|1495|advantage,long,middlegame
PItQL|r4qk1/pR2b1n1/2Np2rp/2pPp2n/N1P1Ppb1/P2B4/3Q1BPP/5RK1 b - - 7 25|g4h3 c6e7 f8e7 b7e7 g6g2 g1h1 h5g3 h2g3|1496|crushing,fork,middlegame,veryLong
5wLbu|8/8/8/1R6/4k1P1/5p1P/r7/5K2 w - - 0 44|b5b4 e4e3 b4b3 e3f4|1496|crushing,defensiveMove,endgame,rookEndgame,short
TzIE4|2k4r/ppqb4/3bpp2/8/3n1PP1/P1NPBBK1/8/R1Q5 w - - 0 23|e3d4 d6f4 c1f4 h8h3 g3h3 c7f4|1497|advantage,deflection,fork,long,middlegame,pin,sacrifice
jbwBG|6k1/1p5p/p2P2p1/3p2P1/n1pn2qP/4Q3/PPP5/1K2BR2 w - - 0 33|f1f4 g4d1 e3c1 d1c1 b1c1 d4e2 c1d1 e2f4|1497|advantage,attraction,endgame,fork,veryLong
h9d0p|1rb2rk1/p2n1p1p/2p1pqp1/6N1/5P1P/Q7/PP3PP1/2KR1B1R b - - 2 19|d7b6 a3f8 g8f8 g5h7 f8e7 h7f6|1497|attraction,crushing,fork,long,master,middlegame,sacrifice
1PZBR|2k5/ppp4p/8/5p2/3P4/1QP5/PP4rq/1K2R3 b - - 1 27|g2g1 b3e6 c8b8 e6e8|1497|backRankMate,endgame,mate,mateIn2,short
7os5r|r1bqk1nr/pp3ppp/2n5/2bp4/3N4/4BN2/PPP2PPP/R2QKB1R b KQkq - 4 8|g8e7 d4c6 e7c6 e3c5 d8a5 b2b4|1498|crushing,discoveredAttack,long,opening
5tO9O|r1b1k1nr/ppp2p1p/n1q3pb/3pP3/3P4/P2K1N2/1PP3PP/RNBQ1B1R w kq d6 0 10|b1c3 c6c4|1498|mate,mateIn1,oneMove,opening
KzVqL|r1bq1rk1/1p2b1pp/p1n5/2p1p3/P1Bp4/4P1P1/1PP2PP1/RN1QK1NR b KQ - 1 14|g8h8 h1h7 h8h7 d1h5|1501|attraction,kingsideAttack,mate,mateIn2,opening,sacrifice,short
T3IYD|4r1k1/2p1rqp1/ppQ4p/2b5/2P1NPB1/1P3PP1/PB3K2/7R w - - 1 32|e4c5 e7e2 f2g1 e2e1 g1h2 e8e2 h2h3 e1h1|1502|deflection,fork,mate,mateIn4,middlegame,veryLong
Q42dG|r1b1r1k1/p4pb1/2p1n2p/4p1p1/4P3/5NBP/PPB2PP1/R4RK1 w - - 2 18|g3e5 g7e5 f3e5 e6d4|1502|advantage,middlegame,short
DU60L|1qk2b1r/pb3pp1/1p2p3/3r3p/3n2n1/PPNB1N1P/1B3PP1/R2Q1RK1 w - - 0 16|c3d5 d4f3 g2f3 b8h2|1504|kingsideAttack,mate,mateIn2,middlegame,short
Q6mPU|8/1p6/p1p3p1/P2pB2p/1P1KbPkP/2P3P1/8/8 b - - 2 32|g4g3 f4f5 g3f3 f5f6|1504|bishopEndgame,crushing,discoveredAttack,discoveredCheck,endgame,short
akN3U|1r4k1/Rb3r1p/2p1qP2/1pP5/3P4/6Q1/2B5/5K2 b - - 1 37|g8h8 g3b8 b7c8 a7f7|1504|crushing,hangingPiece,middlegame,short
ZD7Xh|r1r3k1/1p3pb1/p2pbnp1/8/3BP1P1/P4P2/1PP4R/1K3B1R b - - 1 20|f6g4 h2h8 g7h8 h1h8|1504|kingsideAttack,mate,mateIn2,middlegame,operaMate,sacrifice,short
hCgpX|2rr4/5bkp/5pp1/p7/1p1N1PP1/1P2N3/P1PR1K1P/8 b - - 0 28|d8d7 d4f5 g7f8 d2d7|1507|advantage,discoveredAttack,endgame,master,short
RNvFW|8/4R2p/3P2k1/p5p1/1p2P1K1/3r3P/7P/8 w - - 4 46|e4e5 h7h5|1507|endgame,mate,mateIn1,oneMove,rookEndgame
2l8kg|8/8/6RR/2kr4/p1r5/1K6/P7/8 w - - 0 41|b3a3 d5d3 a3b2 a4a3 b2a1 d3d1|1507|endgame,exposedKing,long,mate,mateIn3,rookEndgame
dfT2o|3r2k1/ppq2p1p/n1p1p1p1/8/6NR/8/PP3PPP/2Q3K1 b - - 2 21|c7f4 g4h6 f4h6 h4h6|1508|advantage,endgame,kingsideAttack,short
nwgVW|2k4r/1pq2p2/2p3p1/2Q3P1/5p1r/3PBK2/PPP3P1/R4R2 w - - 0 30|e3f4 c7f4 f3e2 h8e8 e2d1 f4f1|1508|crushing,deflection,exposedKing,long,middlegame
7AzAR|6k1/p4ppp/4p3/2r1P3/1p1B4/1b4P1/q3QP1P/2KRR3 w - - 0 27|d4c5 a2a1 c1d2 a1c3|1508|endgame,master,mate,mateIn2,queensideAttack,short
Oenxp|8/7p/p5p1/1p6/1Pp5/B1P5/P6K/1k6 b - b3 0 47|c4b3 a2b3 b1a2 c3c4 a2b3 c4c5|1509|bishopEndgame,crushing,defensiveMove,endgame,long
DU6E9|r5k1/ppp2ppp/1b3q2/5N2/4Q3/2P3P1/PP3P1P/4R1K1 b - - 0 23|g7g6 e4e8 a8e8 e1e8|1510|endgame,kingsideAttack,mate,mateIn2,sacrifice,short
7PxpV|8/6p1/6R1/2p1k2p/pr6/2K3P1/1PP4P/8 b - - 0 35|b4g4 g6g4 h5g4 c3c4 e5d6 c4b5|1510|crushing,endgame,long,rookEndgame
BXHhM|1r2r1k1/3RBp2/b6p/pn4p1/p7/P1P1RN2/2P2PPP/K7 b - - 0 25|b5a3 e7a3 e8e3 f2e3|1510|advantage,hangingPiece,middlegame,short
E0mhE|r3r1k1/pp1n1p2/2p5/3p3p/P2P2bP/1PRBq1B1/5QP1/6KR b - - 1 24|d7f6 d3h7 g8h7 c3e3|1512|crushing,discoveredAttack,middlegame,short
BXHXQ|8/3r3k/1n5p/p3B3/2pP1P2/PpK5/6RP/8 w - - 0 39|f4f5 b6d5 c3c4 d5e3|1512|advantage,endgame,short
mF84n|8/P7/1Bk2nb1/2P1ppp1/4p3/1PK1P3/r4PPR/7R w - - 1 48|h2h8 f6d5 c3c4 a2c2|1513|endgame,mate,mateIn2,short
2YjQ3|2b2rk1/6pp/p4p2/B1p1pn2/P2p4/8/1qPQ1PPP/1R3RK1 b - - 1 27|b2a3 b1a1 a3b2 f1b1 b2b1 a1b1|1514|advantage,clearance,long,middlegame,trappedPiece
RJodc|3r1b2/7R/5p2/2P3p1/1B2k3/P7/6PP/6K1 w - - 0 39|h7h8 f8c5 b4c5 d8h8|1514|advantage,discoveredAttack,endgame,short
gDhiw|r2qk2r/pp2ppbp/2np1np1/8/1P2PP2/P1NBB3/2P2QPP/R4RK1 w kq - 1 17|a1b1 f6g4 f2e1 g4e3|1515|advantage,middlegame,short
MZtF4|6k1/1p4pp/p3R3/2pB4/2Pn2P1/2q4P/P5K1/8 b - - 5 35|c3d2 e6e2 g8f8 e2d2|1515|crushing,discoveredAttack,discoveredCheck,endgame,master,short
3NqH6|r1r3k1/8/4Qn1p/1qPp4/pp1PpN2/4P3/PP1B4/1K6 b - - 3 35|g8h7 e6f7 h7h8 f4g6|1516|fork,mate,mateIn2,middlegame,short
ZW7FH|8/3k1pp1/7p/3pPP1P/8/2K5/8/8 b - - 2 39|d7c6 c3d4 f7f6 e5e6|1516|crushing,endgame,pawnEndgame,short,zugzwang
KzW7Q|7k/3q1pp1/3p1n1p/2p1pQ2/1p2P3/rP1PPR2/2P3PP/R5K1 w - - 0 26|f5d7 a3a1 g1f2 f6d7|1516|crushing,endgame,hangingPiece,intermezzo,short
5wNNI|r7/4pp1p/pRn2bp1/B4k2/R7/5N1P/P4PPK/3r4 b - - 4 26|c6e5 g2g4 e5g4 h3g4|1518|mate,mateIn2,middlegame,short
kxx66|5rk1/p5pp/bpq1pr2/3p4/2P5/2Q3P1/3BB2P/R3K2R w K - 5 26|a1a6 d5d4 h1g1 d4c3|1518|crushing,middlegame,short
X4hc5|rn2kb1r/pp3ppp/q1p1pn2/2Pp1b2/3P4/1QN3P1/PP2PP1P/R1B1KBNR b KQkq - 2 8|b7b6 e2e4 a6b7 e4f5|1519|crushing,master,middlegame,short
Q9Of9|r4rk1/pp2ppbp/4b1p1/8/8/P3BP2/1PPQB1qP/2KR3R b - - 0 14|f8d8 d2d8 a8d8 d1d8 g7f8 e3h6 g2g5 h6g5|1519|crushing,kingsideAttack,middlegame,pin,veryLong
DU54G|8/5k2/4p3/3pPp1q/p1pP2r1/4PQPN/1Pb2K2/7R w - - 3 47|h3f4 g4f4 h1h5 f4f3|1519|crushing,endgame,pin,short
mUgwQ|4r1k1/ppp2p1p/3b2p1/1Q1P2q1/8/3B2P1/PP3PK1/7R b - - 1 30|e8e5 f2f4 g5e7 f4e5|1519|advantage,endgame,fork,short
0JO9Z|r6k/pp4pp/n3Pr2/2pP4/3q1p1b/2B2P1b/1P2QN1P/RB4KR b - - 10 25|d4e3 e2e3 f4e3 f2h3|1520|crushing,master,middlegame,short
Y46Jp|2q3k1/5ppp/2p5/3N2n1/3Pr3/6P1/2Q2PKP/5R2 w - - 1 28|c2e4 c8h3 g2g1 g5e4|1521|advantage,endgame,intermezzo,short
m6XYG|5r1k/p1p4p/2p5/4p1p1/P1P4b/1P1Q3P/5qPK/7R b - - 1 33|f8f3 d3f3 f2f3 g2f3|1521|advantage,endgame,short
Q44B7|6k1/8/R6P/4pp2/8/5PP1/p5K1/r7 w - - 1 50|a6a7 e5e4 a7a8 g8h7|1522|crushing,endgame,rookEndgame,short
cWgn8|r3k2r/pp3ppp/3Pb3/1n6/1Pq5/K2P4/P1P3PP/RNBQR3 w kq - 1 18|a3b2 c4b4|1523|epauletteMate,mate,mateIn1,middlegame,oneMove
Zfrpn|3b3k/p4r1p/5Nq1/1p2PQP1/8/8/PpP5/1K1r1R1R w - - 7 34|b1b2 g6f5 f1f5 d1h1|1524|advantage,middlegame,short
2l9mS|4n2r/p4kpp/2q5/8/5Q2/8/PP4PP/4R2K b - - 5 30|c6f6 f4c4 f7g6 e1e6|1524|advantage,endgame,pin,short
lXBwM|8/1P6/8/7K/1r6/R5kp/8/8 b - - 3 57|g3f4 a3a4 b4a4 b7b8q|1524|advancedPawn,crushing,deflection,endgame,pin,promotion,rookEndgame,short
0JMnd|4rr1k/pppQ2pp/8/2q3N1/4Pp2/P1BP4/1PPK4/3R4 w - - 0 31|g5e6 c5e3|1524|mate,mateIn1,middlegame,oneMove
MZti2|4k3/R4pp1/3Pb2p/8/4B3/P5P1/3K3n/2r5 b - - 1 38|c1a1 e4c6 e8d8 a7a8 e6c8 d6d7|1525|advancedPawn,crushing,endgame,long
WKi1G|8/p4R2/B2k4/1P1P3p/7P/K6r/P2r4/R7 w - - 1 41|a3b4 d2d4 b4a5 h3a3|1526|endgame,mate,mateIn2,short
atA7B|6k1/p4p1p/3R2p1/8/5q2/P7/1P4Q1/4rBK1 w - - 0 32|d6d2 e1f1 g2f1 f4d2|1526|crushing,deflection,endgame,short
RXvWp|1B6/5p1k/6pp/pq6/6Q1/5PPK/7P/8 w - - 6 38|g4f4 b5f1 h3h4 g6g5 h4g4 g5f4|1526|crushing,endgame,fork,long
4ptso|r3r2k/1p3p1p/2p1bp2/P2p3N/1P6/2P2R2/6PP/4R1K1 b - - 4 28|e6g4 e1e8 a8e8 h5f6 g4f3 f6e8|1526|attraction,crushing,endgame,fork,long
6IfKS|r5k1/p4Rp1/1p4Qp/n3q3/2P3R1/7K/P2p2P1/8 b - - 3 32|d2d1q f7g7 e5g7 g6g7|1527|mate,mateIn2,middlegame,short
WKjpQ|8/7p/8/5pK1/4kP2/7P/8/8 b - - 5 49|h7h5 h3h4 e4e3 g5f5|1528|crushing,endgame,pawnEndgame,quietMove,short,zugzwang
5GOY2|r1bq1rk1/ppbn2p1/4p3/5pPQ/2pPN3/4P3/P1PB2PP/R4RK1 b - - 1 17|d8e8 g5g6 e8g6 h5g6|1528|advantage,middlegame,short
RJpzF|2r2rk1/4qp2/p3B1RP/1p3b1Q/7P/2p5/P1P2P2/3RK3 b - - 0 29|f5g6 h5g6 g8h8 g6g7|1528|mate,mateIn2,middlegame,pin,short
5fB6v|3r1k1r/p2Ppp1p/b1p2np1/q7/2BQ4/2N5/PPP2PPP/2KR3R w - - 3 15|d4a7 a5g5 c1b1 a6c4|1528|advantage,middlegame,short
Xu1Gd|2kb2Q1/pp1n1p2/2p4B/8/1P1q3p/P6P/3P4/5R1K w - - 5 37|h6g5 d4d5 h1g1 d5g5 g8g5 d8g5|1528|advantage,endgame,exposedKing,long
MsdbC|8/8/8/K1p4p/3k1p1P/PP3P2/8/8 w - - 1 46|b3b4 c5c4 b4b5 c4c3 b5b6 c3c2 b6b7 c2c1q|1529|advancedPawn,crushing,endgame,pawnEndgame,promotion,quietMove,veryLong
RNv8z|8/2pkbr1p/1p4p1/7r/P1K1RPRP/4B3/5P2/8 b - - 12 39|h5h4 e4e7 f7e7 g4h4|1530|advantage,endgame,intermezzo,short
E6B7l|2rQk1r1/5p2/2p1p3/ppp1P3/2q5/6PP/P2R1P2/3R2K1 b - - 5 30|c8d8 d2d8 e8e7 d1d7|1530|blindSwineMate,endgame,mate,mateIn2,queenRookEndgame,short
Vcf2D|3r4/p6p/7P/3N1k2/1PRP4/3KPp1b/5P2/8 b - - 0 39|d8d5 e3e4 f5g4 e4d5 h3f1 d3c3 f1c4 c3c4|1531|endgame
3NpI2|5r1k/p1R3p1/1p1NQ2p/3p4/3P4/1P3q2/P5RP/5b1K w - - 3 30|e6g4 f1g2 g4g2 f3d1|1531|crushing,master,middlegame,short
h9fAJ|r5k1/p1qbQp1p/6p1/1p1Pb3/2p1P3/2P2B2/P5PP/2R1R2K w - - 6 24|f3g4 d7g4 e7c7 e5c7|1531|advantage,hangingPiece,middlegame,short
ECFzt|8/2P1p2k/Q5p1/6bp/P3R3/6P1/1rr4P/6K1 w - - 1 29|c7c8q b2b1 a6f1 b1f1 g1f1 c2c8|1532|advantage,endgame,long
ECGNJ|2b4r/1pqpk1p1/2n2p2/3Q4/2R5/4P1Pp/2P2P1P/3R2K1 b - - 1 25|c7e5 c4e4 e5e4 d5e4|1533|crushing,middlegame,pin,short
AdPOU|4r3/5pkp/p7/q3n1P1/2nQ1P2/2p5/PPP5/2KR1R2 w - - 0 26|f4e5 c3b2 d4b2 c4b2|1535|advancedPawn,crushing,endgame,master,short
jbxKN|8/4R3/7r/8/7P/3kp3/8/6K1 w - - 5 48|e7d7 d3e2 g1h2 h6h4|1536|crushing,defensiveMove,endgame,rookEndgame,short
Q6kzq|8/1p6/p1p2p2/3pp1k1/6N1/1P1P1K2/P5P1/8 w - - 2 42|g2g3 e5e4 d3e4 d5e4 f3e4 g5g4|1536|crushing,endgame,knightEndgame,long
dfUXH|6k1/r4q1p/2p2Pp1/3b1p2/1PpP1P2/p1P4R/4R2Q/6K1 b - - 2 35|f7f6 e2e8 g8f7 h3h7 f7e8 h7a7|1536|crushing,deflection,endgame,interference,long,skewer
G3Hn4|4r1k1/pp2bpp1/5q1p/2p5/5BQ1/3r1P2/PP4PP/R3R2K b - - 4 23|d3d4 f4e5 d4g4 e5f6|1537|advantage,fork,middlegame,short
W8ICV|r4rk1/np3pp1/pq3b1p/3Q4/4B3/P4NP1/1P3PP1/R3R1K1 b - - 0 21|a7c6 d5f5 g7g6 f5f6|1537|crushing,middlegame,short
Y45TD|r5k1/1pq2p2/p1p2Np1/4rbP1/7P/1P2nQ2/P1P5/2KR3R b - - 4 31|g8h8 h4h5 e3d1 h5g6|1537|crushing,discoveredAttack,discoveredCheck,kingsideAttack,middlegame,sacrifice,short
RMBKX|rn1qkr2/ppp1b1pp/4b3/3pPB2/3P4/2P2Q2/P1P3PP/R1B1K1NR w KQq - 1 10|f3h5 g7g6 f5g6 h7g6|1538|advantage,defensiveMove,fork,opening,short
MZsPN|2r2k2/3q1p2/1Qp1p3/1p2Pp1r/p1pP1P2/P3KNRP/1P6/8 b - - 9 39|h5h7 b6c5 d7e7 g3g8 f8g8 c5e7|1538|advantage,deflection,endgame,long,master
l9ALb|r5k1/ppp4p/3p1n2/3Pp2q/2P1Q1b1/3B1r2/PP2N2P/2KR2R1 w - - 5 23|g1g4 h5g4 e4g4 f6g4|1539|advantage,middlegame,short
lU885|8/1R1nk1pp/5p2/PN6/1r6/7K/6PP/8 b - - 0 39|e7d8 a5a6 b4a4 a6a7|1539|advancedPawn,advantage,endgame,short
i0bpC|2r1r1k1/2b2pp1/p2qp2p/3n4/QP1P4/5N2/3B1PPP/2R1R1K1 w - - 1 24|c1c6 d6c6 a4c6 c7h2 g1h2 c8c6|1539|crushing,discoveredAttack,long,middlegame,sacrifice
Oem0D|r2qk2r/1ppb1p1p/p1np2p1/4b3/P1B1P3/2N1B3/1PP2PPP/R2QR1K1 w kq - 0 12|e3h6 d8h4 g2g3 h4h6|1540|crushing,opening,short
CFW5O|4Nq2/3k4/p2pp3/2p4Q/1p1nP2P/3P4/PPr5/1K4R1 b - - 1 31|f8e8 g1g7 d7d8 h5g5 d8c8 g7g8 e8g8 g5g8|1541|crushing,endgame,pin,veryLong
7PyRe|8/2b5/8/1p1p1kp1/1P1Pp2p/2P1B1P1/5PK1/8 w - - 0 50|g3h4 g5h4 g2h3 c7d8|1541|bishopEndgame,crushing,defensiveMove,endgame,master,short
L2SLK|3r3k/1p4p1/1pp2qnp/5p1Q/5P2/1BP4P/PP6/4R1K1 b - - 0 27|g6f4 e1e8 h8h7 b3g8|1541|advantage,endgame,short
Q43Fx|2r2rk1/pp3p1p/3p2p1/3Pp3/N1P1R3/P6P/1P3qPK/2NQ4 b - - 0 27|f7f5 c1d3 f5e4 d3f2|1542|advantage,middlegame,short,trappedPiece
j84EA|8/5Qpk/2p4p/q1Pp4/3r1PK1/4r1P1/8/7R b - - 0 36|a5d8 h1h6 h7h6 f7h5|1542|attraction,endgame,mate,mateIn2,pin,sacrifice,short
52DnB|8/8/8/7R/NP3k2/5np1/2P5/2K5 w - - 0 40|h5h8 g3g2 h8g8 f3g5 g8d8 g2g1q|1542|advancedPawn,advantage,endgame,long,promotion,quietMove
4pwjx|5rk1/1b5p/p3Q1p1/1p6/1P4P1/P3Pp1q/7P/1N1R2K1 b - - 1 29|g8g7 d1d7 g7h6 g4g5 h6g5 e6h3|1542|crushing,discoveredAttack,endgame,fork,long
LsCE5|r1bqk2r/ppp2ppp/8/2bPP3/2B1n3/8/PPP2PPP/RNBQK2R w KQkq - 1 9|c1e3 c5e3 f2e3 d8h4 g2g3 e4g3|1542|advantage,long,opening
mUfjY|r2qkb1r/pp3ppp/2n5/1Bpp4/3P2b1/2P2N2/PP3P2/RNBQK2R w KQkq - 0 11|c1g5 g4f3 d1f3 d8g5|1543|advantage,capturingDefender,middlegame,short
Z5fVo|r1bqr1k1/1pp2ppp/1p1p1n2/3P2B1/1PB1P3/5Q2/P4PPP/R3K2R b KQ - 2 14|e8e4 f3e4 f6e4 g5d8|1544|crushing,middlegame,short
gMOKb|2n3r1/pp1k1p2/1qb1pBp1/3pP2p/6P1/5P2/P3B1KP/1RQ5 b - - 3 26|b6d4 b1b7 c6b7 e2b5 b7c6 c1c6|1544|long,mate,mateIn3,middlegame,sacrifice
4pwRx|5r1k/7p/3p2p1/p1pP2Pn/PpPbB1bQ/1P3PP1/3qR3/4RK2 b - - 1 55|g4f3 e2d2 f3e4 f1e2|1544|advantage,defensiveMove,middlegame,short
